00001 | aes128 | Hashcod Variant 00001 - AES-128 Key | Symmetric Keys | 128 | 16 bytes → Base64 | 128 bits | FIPS 197
09108 | hc10000_code_07390 | Hashcod Variant 09108 - HC-VRF-Omega-Lattice-07390-256-bit-v2.0 | Hashcod Advanced Codes 8282 | H07390 | VRF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 768 bits | Hashcod VRF profile
09109 | hc10000_code_07391 | Hashcod Variant 09109 - HC-AEAD-LW-Vortex-Titan-07391-256-bit-v3.3 | Hashcod Advanced Codes 8282 | H07391 | AEAD-LW - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 640 bits | Hashcod AEAD-LW profile
09110 | hc10000_code_07392 | Hashcod Variant 09110 - HC-XOF-Krypton-Matrix-07392-L3-v4.6 | Hashcod Advanced Codes 8282 | H07392 | XOF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 704 bits | Hashcod XOF profile
09111 | hc10000_code_07393 | Hashcod Variant 09111 - HC-KDF-Radial-Prism-07393-L5-v5.9 | Hashcod Advanced Codes 8282 | H07393 | KDF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 768 bits | Hashcod KDF profile
09112 | hc10000_code_07394 | Hashcod Variant 09112 - HC-MAC-Nexus-Cobalt-07394-192-bit-v6.2 | Hashcod Advanced Codes 8282 | H07394 | MAC - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 704 bits | Hashcod MAC profile
09113 | hc10000_code_07395 | Hashcod Variant 09113 - HC-PAKE-Vega-Solstice-07395-L1-v7.5 | Hashcod Advanced Codes 8282 | H07395 | PAKE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 768 bits | Hashcod PAKE profile
09114 | hc10000_code_07396 | Hashcod Variant 09114 - HC-ACCUM-Neon-Parallax-07396-256-bit-v8.8 | Hashcod Advanced Codes 8282 | H07396 | ACCUM - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 704 bits | Hashcod ACCUM profile
09115 | hc10000_code_07397 | Hashcod Variant 09115 - HC-IBE-Axiom-Vector-07397-L3-v9.1 | Hashcod Advanced Codes 8282 | H07397 | IBE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 768 bits | Hashcod IBE profile
09116 | hc10000_code_07398 | Hashcod Variant 09116 - HC-ABE-Nova-Spectra-07398-L5-v1.4 | Hashcod Advanced Codes 8282 | H07398 | ABE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 800 bits | Hashcod ABE profile
09117 | hc10000_code_07399 | Hashcod Variant 09117 - HC-RING-Zephyr-Aurora-07399-128-bit-v2.7 | Hashcod Advanced Codes 8282 | H07399 | RING - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 704 bits | Hashcod RING profile
09118 | hc10000_code_07400 | Hashcod Variant 09118 - HC-BLIND-Pulse-Kairo-07400-256-bit-v3.0 | Hashcod Advanced Codes 8282 | H07400 | BLIND - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 704 bits | Hashcod BLIND profile
09119 | hc10000_code_07401 | Hashcod Variant 09119 - HC-PQC-KEM-Cipher-Quanta-07401-256-bit-v4.3 | Hashcod Advanced Codes 8282 | H07401 | PQC-KEM - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 896 bits | Hashcod PQC-KEM profile
09120 | hc10000_code_07402 | Hashcod Variant 09120 - HC-PQC-SIG-Atlas-Sigma-07402-L3-v5.6 | Hashcod Advanced Codes 8282 | H07402 | PQC-SIG - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 896 bits | Hashcod PQC-SIG profile
09121 | hc10000_code_07403 | Hashcod Variant 09121 - HC-HASH-SIG-Obsidian-Eclipse-07403-L5-v6.9 | Hashcod Advanced Codes 8282 | H07403 | HASH-SIG - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 832 bits | Hashcod HASH-SIG profile
09122 | hc10000_code_07404 | Hashcod Variant 09122 - HC-HPKE-Helix-Falcon-07404-192-bit-v7.2 | Hashcod Advanced Codes 8282 | H07404 | HPKE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 800 bits | Hashcod HPKE profile
09123 | hc10000_code_07405 | Hashcod Variant 09123 - HC-ZK-Orion-Vertex-07405-L1-v8.5 | Hashcod Advanced Codes 8282 | H07405 | ZK - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 768 bits | Hashcod ZK profile
09124 | hc10000_code_07406 | Hashcod Variant 09124 - HC-MPC-Nimbus-Chronos-07406-256-bit-v9.8 | Hashcod Advanced Codes 8282 | H07406 | MPC - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 800 bits | Hashcod MPC profile
09125 | hc10000_code_07407 | Hashcod Variant 09125 - HC-FHE-Aether-Delta-07407-L3-v1.1 | Hashcod Advanced Codes 8282 | H07407 | FHE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 832 bits | Hashcod FHE profile
09126 | hc10000_code_07408 | Hashcod Variant 09126 - HC-THRESH-Argon-Monolith-07408-L5-v2.4 | Hashcod Advanced Codes 8282 | H07408 | THRESH - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 800 bits | Hashcod THRESH profile
09127 | hc10000_code_07409 | Hashcod Variant 09127 - HC-VDF-Meridian-Zenith-07409-128-bit-v3.7 | Hashcod Advanced Codes 8282 | H07409 | VDF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 640 bits | Hashcod VDF profile
09128 | hc10000_code_07410 | Hashcod Variant 09128 - HC-VRF-Omega-Lattice-07410-256-bit-v4.0 | Hashcod Advanced Codes 8282 | H07410 | VRF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 768 bits | Hashcod VRF profile
09129 | hc10000_code_07411 | Hashcod Variant 09129 - HC-AEAD-LW-Vortex-Titan-07411-256-bit-v5.3 | Hashcod Advanced Codes 8282 | H07411 | AEAD-LW - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 640 bits | Hashcod AEAD-LW profile
09130 | hc10000_code_07412 | Hashcod Variant 09130 - HC-XOF-Krypton-Matrix-07412-L3-v6.6 | Hashcod Advanced Codes 8282 | H07412 | XOF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 704 bits | Hashcod XOF profile
09131 | hc10000_code_07413 | Hashcod Variant 09131 - HC-KDF-Radial-Prism-07413-L5-v7.9 | Hashcod Advanced Codes 8282 | H07413 | KDF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 768 bits | Hashcod KDF profile
09132 | hc10000_code_07414 | Hashcod Variant 09132 - HC-MAC-Nexus-Cobalt-07414-192-bit-v8.2 | Hashcod Advanced Codes 8282 | H07414 | MAC - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 704 bits | Hashcod MAC profile
09133 | hc10000_code_07415 | Hashcod Variant 09133 - HC-PAKE-Vega-Solstice-07415-L1-v9.5 | Hashcod Advanced Codes 8282 | H07415 | PAKE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 768 bits | Hashcod PAKE profile
09134 | hc10000_code_07416 | Hashcod Variant 09134 - HC-ACCUM-Neon-Parallax-07416-256-bit-v1.8 | Hashcod Advanced Codes 8282 | H07416 | ACCUM - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 704 bits | Hashcod ACCUM profile
09135 | hc10000_code_07417 | Hashcod Variant 09135 - HC-IBE-Axiom-Vector-07417-L3-v2.1 | Hashcod Advanced Codes 8282 | H07417 | IBE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 768 bits | Hashcod IBE profile
09136 | hc10000_code_07418 | Hashcod Variant 09136 - HC-ABE-Nova-Spectra-07418-L5-v3.4 | Hashcod Advanced Codes 8282 | H07418 | ABE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 800 bits | Hashcod ABE profile
09137 | hc10000_code_07419 | Hashcod Variant 09137 - HC-RING-Zephyr-Aurora-07419-128-bit-v4.7 | Hashcod Advanced Codes 8282 | H07419 | RING - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 704 bits | Hashcod RING profile
09138 | hc10000_code_07420 | Hashcod Variant 09138 - HC-BLIND-Pulse-Kairo-07420-256-bit-v5.0 | Hashcod Advanced Codes 8282 | H07420 | BLIND - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 704 bits | Hashcod BLIND profile
09139 | hc10000_code_07421 | Hashcod Variant 09139 - HC-PQC-KEM-Cipher-Quanta-07421-256-bit-v6.3 | Hashcod Advanced Codes 8282 | H07421 | PQC-KEM - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 896 bits | Hashcod PQC-KEM profile
09140 | hc10000_code_07422 | Hashcod Variant 09140 - HC-PQC-SIG-Atlas-Sigma-07422-L3-v7.6 | Hashcod Advanced Codes 8282 | H07422 | PQC-SIG - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 896 bits | Hashcod PQC-SIG profile
09141 | hc10000_code_07423 | Hashcod Variant 09141 - HC-HASH-SIG-Obsidian-Eclipse-07423-L5-v8.9 | Hashcod Advanced Codes 8282 | H07423 | HASH-SIG - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 832 bits | Hashcod HASH-SIG profile
09142 | hc10000_code_07424 | Hashcod Variant 09142 - HC-HPKE-Helix-Falcon-07424-192-bit-v9.2 | Hashcod Advanced Codes 8282 | H07424 | HPKE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 800 bits | Hashcod HPKE profile
09143 | hc10000_code_07425 | Hashcod Variant 09143 - HC-ZK-Orion-Vertex-07425-L1-v1.5 | Hashcod Advanced Codes 8282 | H07425 | ZK - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 768 bits | Hashcod ZK profile
09144 | hc10000_code_07426 | Hashcod Variant 09144 - HC-MPC-Nimbus-Chronos-07426-256-bit-v2.8 | Hashcod Advanced Codes 8282 | H07426 | MPC - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 800 bits | Hashcod MPC profile
09145 | hc10000_code_07427 | Hashcod Variant 09145 - HC-FHE-Aether-Delta-07427-L3-v3.1 | Hashcod Advanced Codes 8282 | H07427 | FHE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 832 bits | Hashcod FHE profile
09146 | hc10000_code_07428 | Hashcod Variant 09146 - HC-THRESH-Argon-Monolith-07428-L5-v4.4 | Hashcod Advanced Codes 8282 | H07428 | THRESH - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 800 bits | Hashcod THRESH profile
09147 | hc10000_code_07429 | Hashcod Variant 09147 - HC-VDF-Meridian-Zenith-07429-128-bit-v5.7 | Hashcod Advanced Codes 8282 | H07429 | VDF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 640 bits | Hashcod VDF profile
09148 | hc10000_code_07430 | Hashcod Variant 09148 - HC-VRF-Omega-Lattice-07430-256-bit-v6.0 | Hashcod Advanced Codes 8282 | H07430 | VRF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 768 bits | Hashcod VRF profile
09149 | hc10000_code_07431 | Hashcod Variant 09149 - HC-AEAD-LW-Vortex-Titan-07431-256-bit-v7.3 | Hashcod Advanced Codes 8282 | H07431 | AEAD-LW - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 640 bits | Hashcod AEAD-LW profile
09150 | hc10000_code_07432 | Hashcod Variant 09150 - HC-XOF-Krypton-Matrix-07432-L3-v8.6 | Hashcod Advanced Codes 8282 | H07432 | XOF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 704 bits | Hashcod XOF profile
09151 | hc10000_code_07433 | Hashcod Variant 09151 - HC-KDF-Radial-Prism-07433-L5-v9.9 | Hashcod Advanced Codes 8282 | H07433 | KDF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 768 bits | Hashcod KDF profile
09152 | hc10000_code_07434 | Hashcod Variant 09152 - HC-MAC-Nexus-Cobalt-07434-192-bit-v1.2 | Hashcod Advanced Codes 8282 | H07434 | MAC - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 704 bits | Hashcod MAC profile
09153 | hc10000_code_07435 | Hashcod Variant 09153 - HC-PAKE-Vega-Solstice-07435-L1-v2.5 | Hashcod Advanced Codes 8282 | H07435 | PAKE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 768 bits | Hashcod PAKE profile
09154 | hc10000_code_07436 | Hashcod Variant 09154 - HC-ACCUM-Neon-Parallax-07436-256-bit-v3.8 | Hashcod Advanced Codes 8282 | H07436 | ACCUM - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 704 bits | Hashcod ACCUM profile
09155 | hc10000_code_07437 | Hashcod Variant 09155 - HC-IBE-Axiom-Vector-07437-L3-v4.1 | Hashcod Advanced Codes 8282 | H07437 | IBE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 768 bits | Hashcod IBE profile
09156 | hc10000_code_07438 | Hashcod Variant 09156 - HC-ABE-Nova-Spectra-07438-L5-v5.4 | Hashcod Advanced Codes 8282 | H07438 | ABE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 800 bits | Hashcod ABE profile
09157 | hc10000_code_07439 | Hashcod Variant 09157 - HC-RING-Zephyr-Aurora-07439-128-bit-v6.7 | Hashcod Advanced Codes 8282 | H07439 | RING - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 704 bits | Hashcod RING profile
09158 | hc10000_code_07440 | Hashcod Variant 09158 - HC-BLIND-Pulse-Kairo-07440-256-bit-v7.0 | Hashcod Advanced Codes 8282 | H07440 | BLIND - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 704 bits | Hashcod BLIND profile
09159 | hc10000_code_07441 | Hashcod Variant 09159 - HC-PQC-KEM-Cipher-Quanta-07441-256-bit-v8.3 | Hashcod Advanced Codes 8282 | H07441 | PQC-KEM - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 896 bits | Hashcod PQC-KEM profile
09160 | hc10000_code_07442 | Hashcod Variant 09160 - HC-PQC-SIG-Atlas-Sigma-07442-L3-v9.6 | Hashcod Advanced Codes 8282 | H07442 | PQC-SIG - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 896 bits | Hashcod PQC-SIG profile
09161 | hc10000_code_07443 | Hashcod Variant 09161 - HC-HASH-SIG-Obsidian-Eclipse-07443-L5-v1.9 | Hashcod Advanced Codes 8282 | H07443 | HASH-SIG - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 832 bits | Hashcod HASH-SIG profile
09162 | hc10000_code_07444 | Hashcod Variant 09162 - HC-HPKE-Helix-Falcon-07444-192-bit-v2.2 | Hashcod Advanced Codes 8282 | H07444 | HPKE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 800 bits | Hashcod HPKE profile
09163 | hc10000_code_07445 | Hashcod Variant 09163 - HC-ZK-Orion-Vertex-07445-L1-v3.5 | Hashcod Advanced Codes 8282 | H07445 | ZK - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 768 bits | Hashcod ZK profile
09164 | hc10000_code_07446 | Hashcod Variant 09164 - HC-MPC-Nimbus-Chronos-07446-256-bit-v4.8 | Hashcod Advanced Codes 8282 | H07446 | MPC - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 800 bits | Hashcod MPC profile
09165 | hc10000_code_07447 | Hashcod Variant 09165 - HC-FHE-Aether-Delta-07447-L3-v5.1 | Hashcod Advanced Codes 8282 | H07447 | FHE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 832 bits | Hashcod FHE profile
09166 | hc10000_code_07448 | Hashcod Variant 09166 - HC-THRESH-Argon-Monolith-07448-L5-v6.4 | Hashcod Advanced Codes 8282 | H07448 | THRESH - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 800 bits | Hashcod THRESH profile
09167 | hc10000_code_07449 | Hashcod Variant 09167 - HC-VDF-Meridian-Zenith-07449-128-bit-v7.7 | Hashcod Advanced Codes 8282 | H07449 | VDF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 640 bits | Hashcod VDF profile
09168 | hc10000_code_07450 | Hashcod Variant 09168 - HC-VRF-Omega-Lattice-07450-256-bit-v8.0 | Hashcod Advanced Codes 8282 | H07450 | VRF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 768 bits | Hashcod VRF profile
09169 | hc10000_code_07451 | Hashcod Variant 09169 - HC-AEAD-LW-Vortex-Titan-07451-256-bit-v9.3 | Hashcod Advanced Codes 8282 | H07451 | AEAD-LW - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 640 bits | Hashcod AEAD-LW profile
09170 | hc10000_code_07452 | Hashcod Variant 09170 - HC-XOF-Krypton-Matrix-07452-L3-v1.6 | Hashcod Advanced Codes 8282 | H07452 | XOF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 704 bits | Hashcod XOF profile
09171 | hc10000_code_07453 | Hashcod Variant 09171 - HC-KDF-Radial-Prism-07453-L5-v2.9 | Hashcod Advanced Codes 8282 | H07453 | KDF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 768 bits | Hashcod KDF profile
09172 | hc10000_code_07454 | Hashcod Variant 09172 - HC-MAC-Nexus-Cobalt-07454-192-bit-v3.2 | Hashcod Advanced Codes 8282 | H07454 | MAC - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 704 bits | Hashcod MAC profile
09173 | hc10000_code_07455 | Hashcod Variant 09173 - HC-PAKE-Vega-Solstice-07455-L1-v4.5 | Hashcod Advanced Codes 8282 | H07455 | PAKE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 768 bits | Hashcod PAKE profile
09174 | hc10000_code_07456 | Hashcod Variant 09174 - HC-ACCUM-Neon-Parallax-07456-256-bit-v5.8 | Hashcod Advanced Codes 8282 | H07456 | ACCUM - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 704 bits | Hashcod ACCUM profile
09175 | hc10000_code_07457 | Hashcod Variant 09175 - HC-IBE-Axiom-Vector-07457-L3-v6.1 | Hashcod Advanced Codes 8282 | H07457 | IBE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 768 bits | Hashcod IBE profile
09176 | hc10000_code_07458 | Hashcod Variant 09176 - HC-ABE-Nova-Spectra-07458-L5-v7.4 | Hashcod Advanced Codes 8282 | H07458 | ABE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 800 bits | Hashcod ABE profile
09177 | hc10000_code_07459 | Hashcod Variant 09177 - HC-RING-Zephyr-Aurora-07459-128-bit-v8.7 | Hashcod Advanced Codes 8282 | H07459 | RING - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 704 bits | Hashcod RING profile
09178 | hc10000_code_07460 | Hashcod Variant 09178 - HC-BLIND-Pulse-Kairo-07460-256-bit-v9.0 | Hashcod Advanced Codes 8282 | H07460 | BLIND - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 704 bits | Hashcod BLIND profile
09179 | hc10000_code_07461 | Hashcod Variant 09179 - HC-PQC-KEM-Cipher-Quanta-07461-256-bit-v1.3 | Hashcod Advanced Codes 8282 | H07461 | PQC-KEM - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 896 bits | Hashcod PQC-KEM profile
09180 | hc10000_code_07462 | Hashcod Variant 09180 - HC-PQC-SIG-Atlas-Sigma-07462-L3-v2.6 | Hashcod Advanced Codes 8282 | H07462 | PQC-SIG - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 896 bits | Hashcod PQC-SIG profile
09181 | hc10000_code_07463 | Hashcod Variant 09181 - HC-HASH-SIG-Obsidian-Eclipse-07463-L5-v3.9 | Hashcod Advanced Codes 8282 | H07463 | HASH-SIG - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 832 bits | Hashcod HASH-SIG profile
09182 | hc10000_code_07464 | Hashcod Variant 09182 - HC-HPKE-Helix-Falcon-07464-192-bit-v4.2 | Hashcod Advanced Codes 8282 | H07464 | HPKE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 800 bits | Hashcod HPKE profile
09183 | hc10000_code_07465 | Hashcod Variant 09183 - HC-ZK-Orion-Vertex-07465-L1-v5.5 | Hashcod Advanced Codes 8282 | H07465 | ZK - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 768 bits | Hashcod ZK profile
09184 | hc10000_code_07466 | Hashcod Variant 09184 - HC-MPC-Nimbus-Chronos-07466-256-bit-v6.8 | Hashcod Advanced Codes 8282 | H07466 | MPC - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 800 bits | Hashcod MPC profile
09185 | hc10000_code_07467 | Hashcod Variant 09185 - HC-FHE-Aether-Delta-07467-L3-v7.1 | Hashcod Advanced Codes 8282 | H07467 | FHE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 832 bits | Hashcod FHE profile
09186 | hc10000_code_07468 | Hashcod Variant 09186 - HC-THRESH-Argon-Monolith-07468-L5-v8.4 | Hashcod Advanced Codes 8282 | H07468 | THRESH - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 800 bits | Hashcod THRESH profile
09187 | hc10000_code_07469 | Hashcod Variant 09187 - HC-VDF-Meridian-Zenith-07469-128-bit-v9.7 | Hashcod Advanced Codes 8282 | H07469 | VDF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 640 bits | Hashcod VDF profile
09188 | hc10000_code_07470 | Hashcod Variant 09188 - HC-VRF-Omega-Lattice-07470-256-bit-v1.0 | Hashcod Advanced Codes 8282 | H07470 | VRF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 768 bits | Hashcod VRF profile
09189 | hc10000_code_07471 | Hashcod Variant 09189 - HC-AEAD-LW-Vortex-Titan-07471-256-bit-v2.3 | Hashcod Advanced Codes 8282 | H07471 | AEAD-LW - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 640 bits | Hashcod AEAD-LW profile
09190 | hc10000_code_07472 | Hashcod Variant 09190 - HC-XOF-Krypton-Matrix-07472-L3-v3.6 | Hashcod Advanced Codes 8282 | H07472 | XOF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 704 bits | Hashcod XOF profile
09191 | hc10000_code_07473 | Hashcod Variant 09191 - HC-KDF-Radial-Prism-07473-L5-v4.9 | Hashcod Advanced Codes 8282 | H07473 | KDF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 768 bits | Hashcod KDF profile
09192 | hc10000_code_07474 | Hashcod Variant 09192 - HC-MAC-Nexus-Cobalt-07474-192-bit-v5.2 | Hashcod Advanced Codes 8282 | H07474 | MAC - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 704 bits | Hashcod MAC profile
09193 | hc10000_code_07475 | Hashcod Variant 09193 - HC-PAKE-Vega-Solstice-07475-L1-v6.5 | Hashcod Advanced Codes 8282 | H07475 | PAKE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 768 bits | Hashcod PAKE profile
09194 | hc10000_code_07476 | Hashcod Variant 09194 - HC-ACCUM-Neon-Parallax-07476-256-bit-v7.8 | Hashcod Advanced Codes 8282 | H07476 | ACCUM - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 704 bits | Hashcod ACCUM profile
09195 | hc10000_code_07477 | Hashcod Variant 09195 - HC-IBE-Axiom-Vector-07477-L3-v8.1 | Hashcod Advanced Codes 8282 | H07477 | IBE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 768 bits | Hashcod IBE profile
09196 | hc10000_code_07478 | Hashcod Variant 09196 - HC-ABE-Nova-Spectra-07478-L5-v9.4 | Hashcod Advanced Codes 8282 | H07478 | ABE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 800 bits | Hashcod ABE profile
09197 | hc10000_code_07479 | Hashcod Variant 09197 - HC-RING-Zephyr-Aurora-07479-128-bit-v1.7 | Hashcod Advanced Codes 8282 | H07479 | RING - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 704 bits | Hashcod RING profile
09198 | hc10000_code_07480 | Hashcod Variant 09198 - HC-BLIND-Pulse-Kairo-07480-256-bit-v2.0 | Hashcod Advanced Codes 8282 | H07480 | BLIND - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 704 bits | Hashcod BLIND profile
09199 | hc10000_code_07481 | Hashcod Variant 09199 - HC-PQC-KEM-Cipher-Quanta-07481-256-bit-v3.3 | Hashcod Advanced Codes 8282 | H07481 | PQC-KEM - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 896 bits | Hashcod PQC-KEM profile
09200 | hc10000_code_07482 | Hashcod Variant 09200 - HC-PQC-SIG-Atlas-Sigma-07482-L3-v4.6 | Hashcod Advanced Codes 8282 | H07482 | PQC-SIG - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 896 bits | Hashcod PQC-SIG profile
09201 | hc10000_code_07483 | Hashcod Variant 09201 - HC-HASH-SIG-Obsidian-Eclipse-07483-L5-v5.9 | Hashcod Advanced Codes 8282 | H07483 | HASH-SIG - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 832 bits | Hashcod HASH-SIG profile
09202 | hc10000_code_07484 | Hashcod Variant 09202 - HC-HPKE-Helix-Falcon-07484-192-bit-v6.2 | Hashcod Advanced Codes 8282 | H07484 | HPKE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 800 bits | Hashcod HPKE profile
09203 | hc10000_code_07485 | Hashcod Variant 09203 - HC-ZK-Orion-Vertex-07485-L1-v7.5 | Hashcod Advanced Codes 8282 | H07485 | ZK - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 768 bits | Hashcod ZK profile
09204 | hc10000_code_07486 | Hashcod Variant 09204 - HC-MPC-Nimbus-Chronos-07486-256-bit-v8.8 | Hashcod Advanced Codes 8282 | H07486 | MPC - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 800 bits | Hashcod MPC profile
09205 | hc10000_code_07487 | Hashcod Variant 09205 - HC-FHE-Aether-Delta-07487-L3-v9.1 | Hashcod Advanced Codes 8282 | H07487 | FHE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 832 bits | Hashcod FHE profile
