index,id,category_id,category,name,badge,engine,entropy,standard,about
"8706","hc10000_code_06988","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 08706 - HC-THRESH-Argon-Monolith-06988-L5-v5.4","H06988","THRESH - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","800 bits","Hashcod THRESH profile","HC-THRESH-Argon-Monolith-06988-L5-v5.4: criptografia de umbral. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"8707","hc10000_code_06989","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 08707 - HC-VDF-Meridian-Zenith-06989-128-bit-v6.7","H06989","VDF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","640 bits","Hashcod VDF profile","HC-VDF-Meridian-Zenith-06989-128-bit-v6.7: funcion de retardo verificable. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"8708","hc10000_code_06990","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 08708 - HC-VRF-Omega-Lattice-06990-256-bit-v7.0","H06990","VRF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","768 bits","Hashcod VRF profile","HC-VRF-Omega-Lattice-06990-256-bit-v7.0: funcion aleatoria verificable. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"8709","hc10000_code_06991","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 08709 - HC-AEAD-LW-Vortex-Titan-06991-256-bit-v8.3","H06991","AEAD-LW - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","640 bits","Hashcod AEAD-LW profile","HC-AEAD-LW-Vortex-Titan-06991-256-bit-v8.3: cifrado autenticado ligero. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"8710","hc10000_code_06992","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 08710 - HC-XOF-Krypton-Matrix-06992-L3-v9.6","H06992","XOF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","704 bits","Hashcod XOF profile","HC-XOF-Krypton-Matrix-06992-L3-v9.6: funcion de salida extensible. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"8711","hc10000_code_06993","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 08711 - HC-KDF-Radial-Prism-06993-L5-v1.9","H06993","KDF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","768 bits","Hashcod KDF profile","HC-KDF-Radial-Prism-06993-L5-v1.9: derivacion segura de claves. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"8712","hc10000_code_06994","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 08712 - HC-MAC-Nexus-Cobalt-06994-192-bit-v2.2","H06994","MAC - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","704 bits","Hashcod MAC profile","HC-MAC-Nexus-Cobalt-06994-192-bit-v2.2: autenticacion de mensajes. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"8713","hc10000_code_06995","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 08713 - HC-PAKE-Vega-Solstice-06995-L1-v3.5","H06995","PAKE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","768 bits","Hashcod PAKE profile","HC-PAKE-Vega-Solstice-06995-L1-v3.5: intercambio seguro con contrasena. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"8714","hc10000_code_06996","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 08714 - HC-ACCUM-Neon-Parallax-06996-256-bit-v4.8","H06996","ACCUM - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","704 bits","Hashcod ACCUM profile","HC-ACCUM-Neon-Parallax-06996-256-bit-v4.8: acumulador criptografico. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"8715","hc10000_code_06997","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 08715 - HC-IBE-Axiom-Vector-06997-L3-v5.1","H06997","IBE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","768 bits","Hashcod IBE profile","HC-IBE-Axiom-Vector-06997-L3-v5.1: cifrado basado en identidad. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"8716","hc10000_code_06998","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 08716 - HC-ABE-Nova-Spectra-06998-L5-v6.4","H06998","ABE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","800 bits","Hashcod ABE profile","HC-ABE-Nova-Spectra-06998-L5-v6.4: cifrado basado en atributos. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"8717","hc10000_code_06999","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 08717 - HC-RING-Zephyr-Aurora-06999-128-bit-v7.7","H06999","RING - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","704 bits","Hashcod RING profile","HC-RING-Zephyr-Aurora-06999-128-bit-v7.7: firma de anillo. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"8718","hc10000_code_07000","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 08718 - HC-BLIND-Pulse-Kairo-07000-256-bit-v8.0","H07000","BLIND - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","704 bits","Hashcod BLIND profile","HC-BLIND-Pulse-Kairo-07000-256-bit-v8.0: firma ciega. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"8719","hc10000_code_07001","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 08719 - HC-PQC-KEM-Cipher-Quanta-07001-256-bit-v9.3","H07001","PQC-KEM - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","896 bits","Hashcod PQC-KEM profile","HC-PQC-KEM-Cipher-Quanta-07001-256-bit-v9.3: intercambio de claves post-cuantico. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"8720","hc10000_code_07002","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 08720 - HC-PQC-SIG-Atlas-Sigma-07002-L3-v1.6","H07002","PQC-SIG - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","896 bits","Hashcod PQC-SIG profile","HC-PQC-SIG-Atlas-Sigma-07002-L3-v1.6: firma digital post-cuantica. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"8721","hc10000_code_07003","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 08721 - HC-HASH-SIG-Obsidian-Eclipse-07003-L5-v2.9","H07003","HASH-SIG - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","832 bits","Hashcod HASH-SIG profile","HC-HASH-SIG-Obsidian-Eclipse-07003-L5-v2.9: firma basada en hash. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"8722","hc10000_code_07004","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 08722 - HC-HPKE-Helix-Falcon-07004-192-bit-v3.2","H07004","HPKE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","800 bits","Hashcod HPKE profile","HC-HPKE-Helix-Falcon-07004-192-bit-v3.2: cifrado publico hibrido. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"8723","hc10000_code_07005","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 08723 - HC-ZK-Orion-Vertex-07005-L1-v4.5","H07005","ZK - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","768 bits","Hashcod ZK profile","HC-ZK-Orion-Vertex-07005-L1-v4.5: prueba de conocimiento cero. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"8724","hc10000_code_07006","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 08724 - HC-MPC-Nimbus-Chronos-07006-256-bit-v5.8","H07006","MPC - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","800 bits","Hashcod MPC profile","HC-MPC-Nimbus-Chronos-07006-256-bit-v5.8: computacion multipartita segura. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"8725","hc10000_code_07007","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 08725 - HC-FHE-Aether-Delta-07007-L3-v6.1","H07007","FHE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","832 bits","Hashcod FHE profile","HC-FHE-Aether-Delta-07007-L3-v6.1: cifrado homomorfico. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"8726","hc10000_code_07008","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 08726 - HC-THRESH-Argon-Monolith-07008-L5-v7.4","H07008","THRESH - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","800 bits","Hashcod THRESH profile","HC-THRESH-Argon-Monolith-07008-L5-v7.4: criptografia de umbral. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"8727","hc10000_code_07009","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 08727 - HC-VDF-Meridian-Zenith-07009-128-bit-v8.7","H07009","VDF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","640 bits","Hashcod VDF profile","HC-VDF-Meridian-Zenith-07009-128-bit-v8.7: funcion de retardo verificable. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"8728","hc10000_code_07010","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 08728 - HC-VRF-Omega-Lattice-07010-256-bit-v9.0","H07010","VRF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","768 bits","Hashcod VRF profile","HC-VRF-Omega-Lattice-07010-256-bit-v9.0: funcion aleatoria verificable. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"8729","hc10000_code_07011","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 08729 - HC-AEAD-LW-Vortex-Titan-07011-256-bit-v1.3","H07011","AEAD-LW - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","640 bits","Hashcod AEAD-LW profile","HC-AEAD-LW-Vortex-Titan-07011-256-bit-v1.3: cifrado autenticado ligero. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"8730","hc10000_code_07012","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 08730 - HC-XOF-Krypton-Matrix-07012-L3-v2.6","H07012","XOF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","704 bits","Hashcod XOF profile","HC-XOF-Krypton-Matrix-07012-L3-v2.6: funcion de salida extensible. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"8731","hc10000_code_07013","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 08731 - HC-KDF-Radial-Prism-07013-L5-v3.9","H07013","KDF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","768 bits","Hashcod KDF profile","HC-KDF-Radial-Prism-07013-L5-v3.9: derivacion segura de claves. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"8732","hc10000_code_07014","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 08732 - HC-MAC-Nexus-Cobalt-07014-192-bit-v4.2","H07014","MAC - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","704 bits","Hashcod MAC profile","HC-MAC-Nexus-Cobalt-07014-192-bit-v4.2: autenticacion de mensajes. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"8733","hc10000_code_07015","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 08733 - HC-PAKE-Vega-Solstice-07015-L1-v5.5","H07015","PAKE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","768 bits","Hashcod PAKE profile","HC-PAKE-Vega-Solstice-07015-L1-v5.5: intercambio seguro con contrasena. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"8734","hc10000_code_07016","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 08734 - HC-ACCUM-Neon-Parallax-07016-256-bit-v6.8","H07016","ACCUM - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","704 bits","Hashcod ACCUM profile","HC-ACCUM-Neon-Parallax-07016-256-bit-v6.8: acumulador criptografico. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"8735","hc10000_code_07017","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 08735 - HC-IBE-Axiom-Vector-07017-L3-v7.1","H07017","IBE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","768 bits","Hashcod IBE profile","HC-IBE-Axiom-Vector-07017-L3-v7.1: cifrado basado en identidad. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"8736","hc10000_code_07018","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 08736 - HC-ABE-Nova-Spectra-07018-L5-v8.4","H07018","ABE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","800 bits","Hashcod ABE profile","HC-ABE-Nova-Spectra-07018-L5-v8.4: cifrado basado en atributos. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"8737","hc10000_code_07019","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 08737 - HC-RING-Zephyr-Aurora-07019-128-bit-v9.7","H07019","RING - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","704 bits","Hashcod RING profile","HC-RING-Zephyr-Aurora-07019-128-bit-v9.7: firma de anillo. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
